"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
29,23,5,8,36,16,36,14,11,43,22,21,33,2,37,10,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
49,23,3,36,7,37,45,49,31,5,1,6,10,38,31,37,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1
41,21,26,6,9,44,21,25,35,46,16,47,8,41,24,16,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1
11,47,41,8,39,6,14,32,36,40,45,11,47,40,34,46,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1
18,2,5,17,12,14,8,19,13,20,1,31,47,20,6,3,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0
14,37,7,4,19,21,19,39,50,34,42,32,4,4,46,29,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0
35,47,29,46,46,29,9,33,47,25,39,31,27,43,43,41,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1
36,22,19,31,30,37,17,12,24,10,48,2,12,46,9,50,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
5,15,47,39,26,19,36,46,15,22,38,29,40,1,50,23,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0
42,17,25,39,29,36,2,49,45,47,31,1,36,29,8,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0
12,42,44,45,22,50,25,1,7,32,19,28,1,4,6,9,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1
11,11,28,26,41,43,34,44,23,21,21,19,20,22,7,17,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1
28,11,36,35,2,28,18,23,15,44,48,24,35,31,33,44,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0
22,44,18,43,35,20,21,28,12,21,7,35,22,46,11,36,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1
30,37,18,50,41,1,10,46,17,7,20,17,6,45,44,34,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1
46,5,30,41,34,1,23,49,28,42,7,49,24,15,16,14,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1
11,37,49,8,36,33,44,47,42,15,22,50,40,2,3,20,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0
8,34,16,41,4,38,46,17,11,40,15,1,8,16,30,30,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
35,43,38,12,34,37,45,28,42,31,5,12,12,13,15,5,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1
27,38,19,27,50,33,11,45,28,5,17,3,48,4,42,50,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0
1,22,48,21,17,1,19,47,25,30,33,32,39,29,42,29,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
39,43,34,45,49,42,3,11,1,49,20,41,27,9,30,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
42,44,2,41,30,37,42,5,18,43,14,27,27,34,5,40,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
12,10,37,20,49,18,11,21,46,48,2,18,31,12,44,24,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0
44,37,15,34,50,18,25,4,39,6,45,37,19,38,37,22,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
37,8,42,42,9,5,12,29,18,9,34,34,48,22,7,34,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1
29,30,10,41,26,37,5,1,31,11,26,29,36,10,25,50,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
38,33,19,33,28,12,46,10,34,2,24,33,43,3,41,45,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1
45,22,9,40,48,2,8,23,32,19,27,50,34,12,49,13,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1
14,33,18,43,42,26,33,9,16,38,24,20,29,12,3,17,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1
5,34,31,11,39,32,26,30,10,41,18,11,27,27,17,44,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0
28,42,34,9,31,22,38,27,46,29,16,2,21,27,10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
24,9,28,35,28,22,23,40,10,19,31,37,34,26,4,37,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
6,9,29,13,7,17,28,47,9,49,44,21,50,44,42,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1
5,13,4,37,3,18,30,14,10,32,50,20,37,2,39,50,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0
34,17,41,39,23,23,46,31,1,46,5,1,18,28,44,43,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0
36,25,11,15,48,45,20,21,38,25,45,8,10,13,39,47,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
33,31,6,20,46,40,22,38,36,35,28,50,41,50,38,45,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
40,39,41,15,18,47,11,42,30,15,11,20,22,17,1,20,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0
37,25,38,46,2,15,45,36,30,20,1,48,10,40,41,21,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1
24,15,14,40,8,46,20,39,5,48,32,17,15,20,36,49,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1
38,15,30,16,18,34,11,50,50,35,4,35,12,42,37,47,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0
44,19,42,47,34,26,29,7,35,24,19,30,23,6,40,21,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1
14,18,37,28,14,43,39,19,46,2,38,40,11,7,37,29,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0
31,22,17,7,41,14,7,28,22,24,33,35,27,35,35,22,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1
28,32,22,38,10,26,21,47,12,16,46,35,21,25,41,41,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1
28,45,23,28,23,21,22,39,44,36,25,7,42,28,10,29,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0
9,15,3,38,32,28,12,38,6,14,2,33,11,37,30,48,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1
2,46,6,19,45,42,29,10,37,50,31,5,4,28,48,10,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0
44,19,50,47,16,20,34,47,31,21,50,13,33,44,32,24,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0
18,26,11,31,28,15,2,6,28,43,33,35,45,49,1,17,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
10,17,33,3,26,38,10,4,38,32,32,35,26,3,35,15,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0
1,19,8,33,23,24,35,44,30,49,13,14,25,15,28,31,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1
11,14,20,46,8,21,29,44,19,17,29,5,14,12,9,25,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1
36,27,7,42,42,14,21,7,10,37,33,17,13,44,8,44,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0
50,41,13,36,5,23,16,18,2,32,14,49,37,27,23,31,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1
7,32,30,3,42,37,32,26,2,50,4,14,33,6,1,3,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0
30,24,1,36,49,33,7,19,45,17,29,5,10,45,47,39,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1
28,29,3,6,2,30,8,11,38,25,32,5,17,36,34,2,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1
49,6,41,16,13,23,20,19,26,17,34,13,29,28,20,16,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1
1,23,27,13,15,25,28,46,46,35,27,29,37,42,14,45,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1
45,18,22,50,38,29,33,21,6,42,1,43,4,37,46,19,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1
46,21,3,11,36,32,28,12,22,8,37,28,39,16,11,48,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1
37,2,42,3,31,28,47,10,12,26,14,41,16,27,26,23,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0
22,19,3,8,8,24,23,21,23,49,21,49,2,12,46,41,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1
35,50,50,8,14,44,14,12,6,34,19,5,10,38,31,8,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1
11,32,14,48,2,39,40,1,16,34,44,16,25,48,40,2,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
41,5,49,8,14,16,43,32,30,24,49,39,47,38,32,6,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0
36,2,16,30,26,19,26,16,9,36,45,13,20,5,36,9,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
49,1,27,20,35,25,34,5,14,7,5,46,30,30,1,4,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
36,1,47,47,9,32,26,28,42,42,46,18,39,45,46,38,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1
5,2,17,4,38,43,49,2,42,30,41,5,26,41,2,16,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
22,22,13,1,31,46,36,6,24,30,18,34,26,42,31,39,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
40,44,11,34,27,10,16,28,24,27,34,34,3,50,33,23,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0
45,13,35,34,32,45,36,2,42,43,16,36,29,50,22,14,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1
4,46,46,45,19,8,20,45,49,48,45,20,2,29,24,48,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1
18,26,9,25,40,16,18,27,15,30,6,32,30,21,33,12,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0
7,29,29,38,4,47,18,45,39,29,2,14,46,44,28,27,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1
32,35,24,37,49,32,32,25,2,37,28,16,18,22,47,38,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1
47,29,10,14,44,39,23,26,9,24,37,21,10,25,41,25,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1
18,2,31,42,7,30,16,6,27,14,30,1,50,10,40,15,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0
45,46,8,29,5,30,33,24,20,41,18,22,43,17,40,38,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1
30,6,18,16,19,1,7,35,37,28,24,33,1,39,9,27,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1
25,50,13,5,27,26,20,36,25,11,6,25,22,7,23,31,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1
15,10,12,48,41,6,29,30,17,22,41,20,15,13,44,29,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0
30,14,2,37,48,11,49,19,33,10,23,9,46,9,3,33,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
14,40,7,36,15,12,29,35,46,42,34,46,30,35,32,11,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1
37,32,33,25,6,33,40,12,3,44,6,43,48,25,40,46,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1
34,7,25,41,16,43,30,22,43,17,32,46,21,20,15,26,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1
45,10,38,24,45,22,46,26,5,29,16,1,43,35,31,49,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1
3,41,35,15,2,31,29,4,41,24,5,10,12,29,29,31,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1
40,4,26,19,33,48,48,26,3,33,16,30,50,42,8,22,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
16,46,50,37,46,10,36,15,15,10,49,8,23,33,28,15,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0
27,44,12,2,32,5,1,28,21,29,46,17,7,36,40,11,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1
49,45,39,24,20,14,39,44,37,48,46,21,39,49,21,15,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0
28,6,3,19,3,50,29,1,50,32,27,30,12,6,26,48,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1
43,1,14,2,6,34,34,2,27,5,44,34,24,36,16,20,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0
27,27,44,3,46,26,40,47,36,39,20,4,3,49,40,5,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1
29,27,30,48,11,24,11,44,39,19,25,5,30,38,50,34,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
17,39,43,8,29,1,9,19,38,35,34,8,14,9,16,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0
38,21,44,35,2,23,13,21,15,3,3,45,4,10,42,49,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1
19,40,30,21,12,11,18,34,14,47,26,30,13,4,5,44,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0
24,35,24,5,40,34,45,19,32,25,16,29,9,14,8,25,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
41,47,35,29,46,15,31,31,35,19,7,9,32,10,47,32,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0
15,3,28,34,36,17,6,31,35,19,40,18,32,12,11,15,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0
39,11,6,36,30,14,34,44,19,40,1,33,17,31,1,37,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
26,11,16,22,19,38,12,29,21,20,14,3,32,25,14,47,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0
31,7,45,30,37,31,43,17,33,46,45,32,5,12,39,19,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1
15,29,47,8,12,39,6,4,41,48,40,47,44,11,4,36,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1
5,13,7,31,24,7,25,27,42,18,35,6,20,3,40,18,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0
26,24,25,42,42,4,17,26,48,11,42,23,5,4,7,35,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
8,18,19,38,19,27,25,38,7,2,14,23,43,25,24,30,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1
48,13,41,42,49,12,16,29,32,9,31,33,19,12,39,32,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0
48,46,2,8,32,33,31,27,19,17,44,49,46,33,15,9,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
46,40,37,18,14,3,30,23,6,6,26,22,28,32,2,13,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1
39,43,5,14,34,49,23,20,24,45,7,4,15,45,17,50,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0
13,26,34,19,34,36,32,17,43,41,33,23,25,44,9,34,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1
4,30,24,25,47,4,29,9,30,42,4,29,11,19,5,35,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1
37,36,36,28,45,14,13,47,16,34,47,2,13,24,23,45,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1
16,3,26,8,9,49,8,16,4,50,36,33,29,36,14,47,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0
10,10,6,9,47,47,35,31,39,35,40,7,33,48,10,41,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1
31,6,26,26,39,7,39,19,21,40,34,31,8,32,50,35,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1
30,20,5,32,39,29,33,13,41,22,33,22,8,21,28,3,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0
31,50,21,4,14,17,12,28,37,14,14,6,15,24,20,36,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1
20,5,41,12,19,23,27,39,21,19,3,36,38,12,23,33,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1
30,50,49,1,49,15,11,12,50,40,4,18,4,12,5,47,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0
42,41,13,4,42,3,17,41,25,44,39,48,28,38,10,11,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
32,43,2,23,20,7,39,5,37,5,13,37,46,21,49,29,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
14,39,4,18,37,46,31,17,7,12,15,35,20,2,29,42,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1
8,17,45,42,34,25,6,34,7,21,37,47,31,13,11,38,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
40,47,1,7,26,28,49,39,10,10,38,28,48,5,5,39,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1
19,13,19,50,33,48,9,36,2,16,44,18,6,43,19,36,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
38,37,27,13,19,8,39,7,5,33,3,1,31,11,26,32,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
6,48,14,30,49,22,50,50,4,28,3,2,49,9,48,20,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0
37,35,28,22,9,47,15,11,30,4,1,1,19,2,27,5,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
27,11,29,6,35,5,39,8,5,27,32,34,1,35,3,26,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1
48,2,47,48,45,24,24,34,47,33,19,25,29,25,39,13,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1
14,41,29,45,30,27,40,27,27,13,1,37,48,20,6,20,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
33,13,8,41,19,43,2,1,11,11,36,40,10,32,30,13,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
23,3,41,20,38,16,29,38,42,27,26,39,7,25,21,46,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1
13,25,7,3,1,21,29,37,1,20,9,25,24,18,15,22,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1
47,45,34,48,33,3,30,45,15,43,5,27,33,15,32,50,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
34,8,14,39,16,7,28,20,25,19,41,31,15,2,18,32,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0
4,4,1,23,6,47,2,36,20,15,20,35,30,19,1,33,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1
14,23,3,23,39,34,50,11,12,3,29,35,42,35,37,38,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1
9,50,22,18,40,46,28,20,39,11,38,43,13,7,18,46,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1
10,21,26,20,1,16,50,42,43,13,48,33,50,13,15,22,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1
33,30,45,33,44,41,41,38,32,32,31,21,3,10,11,14,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1
15,14,2,39,44,14,20,31,43,38,20,28,44,36,21,27,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1
19,3,25,4,29,16,38,49,7,27,44,36,42,18,45,10,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0
18,5,44,5,5,28,32,50,44,15,24,14,13,20,1,28,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1
49,11,40,30,3,32,38,23,5,41,26,27,15,43,6,5,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1
5,44,1,4,48,5,16,9,12,33,17,46,43,28,2,36,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
45,45,40,33,40,33,7,8,25,47,26,45,17,1,44,8,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
26,10,45,4,33,27,47,44,49,20,14,23,46,13,47,37,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1
45,12,47,24,9,23,6,1,33,32,44,2,46,18,43,41,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
38,33,28,20,24,38,10,47,3,15,49,36,45,44,42,43,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0
25,33,13,18,15,33,26,37,28,50,24,48,35,7,43,46,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1
43,11,20,31,6,27,32,16,12,2,22,34,47,4,27,30,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1
48,11,34,46,32,21,33,11,38,14,43,8,9,2,7,27,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
38,2,3,48,50,12,19,4,49,9,17,25,6,14,23,43,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
32,11,40,2,21,8,25,49,16,33,20,46,3,29,2,20,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
36,12,14,7,23,34,6,7,50,32,26,16,40,34,8,16,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1
50,48,31,6,34,50,33,45,22,41,27,2,38,17,21,42,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
5,6,34,23,35,2,34,3,11,7,12,26,19,24,48,21,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1
40,48,17,22,29,26,39,12,7,49,2,24,46,50,7,19,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1
43,45,19,4,34,8,18,17,27,35,49,43,35,1,12,39,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
7,20,16,22,24,2,42,30,6,1,12,44,19,32,37,37,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1
32,40,32,39,32,35,5,6,47,14,10,32,23,36,18,3,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0
33,46,25,5,11,1,4,5,30,1,41,13,17,42,36,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
32,50,10,14,23,41,20,38,28,23,48,21,40,8,10,4,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1
4,20,12,38,40,11,16,29,28,27,41,18,40,34,34,21,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1
2,19,15,38,17,36,39,2,50,24,34,29,31,40,38,48,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1
32,21,15,40,15,50,7,41,16,46,13,9,44,45,37,37,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1
12,19,13,17,29,30,14,20,20,23,10,1,14,50,49,33,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1
28,28,40,49,47,29,10,45,4,42,50,30,9,44,43,31,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1
11,16,5,11,17,21,9,5,9,24,7,19,34,48,27,34,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
13,22,32,13,31,39,25,28,4,35,32,30,39,24,40,17,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
11,40,32,39,39,7,9,22,12,40,20,45,48,14,7,39,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1
50,3,31,17,28,3,12,29,34,49,47,17,16,44,23,17,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1
31,2,3,3,25,30,37,45,13,31,39,10,42,18,34,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
1,10,50,14,16,14,34,11,46,37,46,27,31,11,24,40,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
31,4,39,1,33,18,40,29,27,36,36,35,5,7,13,29,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0
44,7,21,8,7,34,2,37,38,30,17,26,34,44,26,10,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0
9,1,37,45,37,25,50,31,30,23,47,24,17,4,43,23,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0
18,17,37,35,20,23,20,6,30,9,6,34,6,23,16,46,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1
50,8,37,19,6,9,19,3,21,29,33,3,38,27,22,5,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
49,17,37,13,50,7,41,48,28,25,39,28,12,5,27,2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1
19,32,31,36,34,41,11,26,38,5,34,21,13,8,27,24,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
8,35,25,29,47,37,18,33,19,2,2,28,20,23,24,34,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1
17,17,12,29,39,5,3,33,23,50,39,22,20,19,30,39,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1
42,48,1,41,17,17,41,1,18,20,1,3,42,4,33,45,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
3,18,47,3,20,24,11,49,31,48,38,5,19,49,49,4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
28,37,8,19,3,48,30,18,9,34,18,24,20,20,12,5,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1
11,3,19,2,1,24,31,24,10,27,23,43,24,35,48,14,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1
42,33,8,36,40,12,22,38,32,7,28,30,9,7,3,18,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
26,38,24,9,18,50,49,45,33,4,16,43,12,4,14,7,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0
21,30,28,28,1,28,5,42,14,33,9,35,18,34,17,7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
37,26,1,45,28,35,3,50,30,30,29,39,9,26,12,6,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0
50,11,30,7,16,37,21,2,11,30,13,28,35,6,6,38,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
5,1,25,48,1,8,7,50,27,11,28,12,39,33,27,42,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
19,39,5,25,9,46,23,22,21,19,33,48,49,30,21,34,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
32,31,1,18,30,18,37,40,1,38,32,31,37,10,20,13,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1
43,44,39,4,6,30,30,9,26,50,46,35,9,16,21,18,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0
38,47,26,20,42,43,9,26,26,49,44,9,7,48,34,7,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0
31,45,2,30,27,39,34,48,6,49,12,26,20,10,38,40,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
10,3,29,32,15,43,17,3,47,8,33,43,21,12,11,15,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
12,6,28,34,19,45,31,38,20,7,16,24,35,20,44,48,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1
23,32,10,30,11,39,46,44,23,31,8,24,25,11,22,42,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1
39,48,37,32,19,17,25,48,47,30,14,8,48,23,36,17,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
6,15,2,9,49,30,42,45,20,7,37,17,4,26,44,40,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1
12,13,6,28,31,18,19,18,47,16,36,3,21,36,9,17,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1
11,10,13,31,44,8,9,46,11,7,49,13,4,31,45,45,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
47,28,18,32,44,40,28,16,17,11,50,37,17,14,28,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1
46,34,43,8,39,35,46,44,43,25,31,17,4,44,33,17,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1
26,29,32,25,17,17,5,8,33,22,41,48,50,13,45,39,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
13,12,7,33,11,14,22,47,49,19,17,28,42,22,1,33,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
