"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
15,32,19,48,1,46,36,49,0,0,0,1,0,0,1,1
7,28,2,25,23,29,48,41,0,1,1,0,1,1,1,0
11,3,14,44,48,42,19,19,1,1,1,1,1,1,0,0
39,50,42,27,46,36,41,8,1,1,1,0,0,1,0,1
45,28,33,45,34,32,20,33,0,1,1,0,0,0,0,1
45,43,43,39,14,25,19,4,0,0,0,1,1,0,0,0
6,37,3,26,17,44,13,16,1,1,1,1,1,1,0,0
12,36,4,28,6,29,37,40,0,1,0,1,1,1,1,0
8,50,15,21,8,49,9,3,1,1,0,1,1,1,0,1
12,25,22,24,1,33,16,5,0,0,1,0,0,1,0,1
32,47,37,7,39,36,16,32,0,0,1,0,1,1,0,0
48,39,25,50,38,5,22,17,1,1,0,1,1,1,1,1
29,26,26,36,48,7,20,25,1,1,1,1,1,0,0,0
49,34,7,6,30,39,20,30,1,0,0,1,1,1,0,1
18,48,26,48,10,9,7,9,1,1,1,1,1,0,0,0
25,32,28,34,34,17,20,49,0,0,1,0,0,1,0,1
21,31,43,29,49,46,11,30,1,0,0,1,1,0,1,1
38,7,26,19,18,21,29,50,1,0,1,0,1,1,1,1
46,3,35,38,50,47,28,9,0,1,0,1,1,0,1,0
38,12,3,7,19,27,27,1,1,0,1,0,0,0,0,0
42,38,21,3,37,22,49,30,1,1,1,1,1,1,1,1
37,21,18,40,48,6,32,44,1,1,1,0,1,1,0,1
28,20,33,37,23,3,15,26,1,0,1,1,1,1,0,1
36,40,36,18,21,7,14,1,1,0,1,1,1,0,1,0
32,38,25,25,26,26,35,23,0,1,0,0,1,1,0,1
21,13,22,2,27,34,49,49,1,0,1,1,0,0,1,1
24,42,13,34,2,37,16,20,0,1,0,0,1,1,0,0
45,20,18,39,30,42,47,20,0,0,1,1,1,1,0,0
30,8,32,15,18,36,11,40,1,1,0,0,1,1,1,0
3,21,7,38,31,17,48,48,1,1,0,1,0,1,1,1
17,45,41,23,31,15,1,20,1,0,0,1,0,0,0,0
21,20,30,45,19,49,15,28,1,0,1,0,0,1,0,1
35,8,5,14,14,20,45,44,0,1,1,1,1,0,0,1
40,40,16,37,25,43,34,13,0,0,0,1,0,0,0,0
31,29,32,10,46,20,6,45,0,1,0,1,0,0,1,0
22,1,26,49,33,19,24,23,1,0,1,1,1,0,0,1
46,20,24,42,42,14,4,3,0,0,0,1,1,1,0,1
34,9,45,31,2,25,15,13,0,0,0,0,1,0,0,0
46,42,14,36,3,46,3,23,0,1,1,1,1,0,1,1
44,11,39,2,20,10,14,7,1,1,1,1,0,1,1,0
7,48,19,18,47,26,40,43,0,1,0,1,0,1,0,0
47,28,15,3,34,20,5,11,0,1,0,1,0,0,1,1
30,5,28,44,23,1,41,20,1,1,1,1,1,0,0,0
3,40,30,7,31,20,46,49,1,0,1,0,0,0,0,1
4,44,17,36,1,11,50,39,0,1,1,1,0,1,1,1
32,8,2,17,14,17,45,37,0,1,1,1,1,1,0,1
40,31,40,6,23,34,10,13,0,0,0,1,1,0,1,0
10,23,39,3,22,46,49,35,1,1,1,1,1,0,1,0
20,40,3,31,15,33,43,36,0,0,1,0,0,1,0,1
39,8,39,23,6,12,26,9,1,1,1,1,1,0,1,0
27,6,9,16,42,23,44,49,0,1,0,0,1,1,1,1
35,22,43,39,12,33,14,22,0,1,0,1,0,1,1,1
22,12,38,37,18,22,23,39,1,0,1,1,1,1,1,1
13,36,32,31,36,40,34,3,0,1,0,0,1,0,0,1
8,9,28,27,1,46,31,31,1,0,1,0,0,0,0,0
36,21,36,38,36,16,24,31,1,1,1,1,1,0,0,0
1,20,43,13,19,19,3,21,0,0,0,0,0,0,1,1
31,1,20,4,6,5,18,25,0,0,0,0,1,1,1,0
50,50,20,5,21,32,24,21,1,1,0,1,1,0,0,1
13,34,7,32,22,38,9,23,0,0,0,0,1,1,0,1
14,12,20,49,4,48,7,36,1,0,0,1,0,1,0,1
1,27,6,42,16,24,9,37,0,0,1,1,0,0,0,1
28,38,3,3,7,48,12,38,1,1,1,1,0,1,0,1
17,29,49,44,10,37,41,49,1,1,1,1,1,1,0,1
4,6,49,9,44,37,33,6,0,1,1,0,1,1,1,1
15,37,8,44,30,30,24,22,0,1,1,1,1,1,0,1
40,8,38,31,9,3,12,16,0,1,1,0,0,1,0,0
9,22,45,40,43,35,6,23,0,1,0,0,0,0,1,1
33,25,11,43,40,37,33,3,1,0,1,0,0,1,1,1
14,32,39,35,34,45,38,40,1,0,1,0,0,0,1,0
11,43,5,49,1,7,31,14,1,0,1,1,0,0,0,1
33,12,25,7,44,30,22,35,1,0,0,0,1,1,1,0
30,45,45,12,46,32,17,25,1,0,0,0,0,0,1,0
47,21,43,35,30,40,42,16,0,1,0,0,1,0,1,0
11,12,7,4,48,8,50,18,1,0,0,0,1,1,1,1
4,48,18,29,44,17,43,28,0,1,1,1,1,1,0,1
27,42,2,18,13,6,1,39,0,1,1,1,0,1,0,1
5,30,30,9,34,6,8,19,1,1,1,0,0,1,1,0
7,2,6,2,39,34,22,13,0,1,1,1,1,0,1,0
5,38,9,46,32,38,31,40,1,1,0,0,0,1,0,0
13,31,27,3,13,34,7,8,0,0,0,1,0,0,0,1
14,24,33,11,22,36,43,27,1,0,1,1,1,1,0,0
38,10,6,21,19,27,28,4,1,1,1,1,0,0,1,0
45,24,15,25,16,37,32,25,0,0,0,0,0,1,0,0
36,12,25,35,3,17,9,22,1,0,0,0,1,1,0,1
9,10,48,17,41,12,28,11,0,1,1,1,0,0,1,1
36,15,36,2,42,38,36,43,1,0,1,1,1,1,1,0
11,30,47,20,40,28,50,1,1,1,0,0,0,1,1,0
42,26,43,33,34,10,5,20,1,1,0,1,0,1,1,0
32,43,29,16,4,17,26,49,0,0,1,0,0,1,1,1
2,42,42,26,31,6,40,33,1,1,1,1,0,1,0,1
42,27,50,8,5,45,3,14,1,0,1,1,1,0,1,1
40,45,47,41,27,38,46,34,0,0,0,0,0,1,0,0
21,47,7,17,23,41,12,41,1,0,0,1,1,0,0,0
25,33,34,11,40,50,12,4,0,1,0,1,0,1,0,0
23,16,12,39,24,38,12,47,1,0,0,1,0,1,0,0
24,25,10,46,33,20,7,21,0,0,1,0,1,0,0,1
15,49,41,33,26,19,17,44,0,1,0,1,1,0,1,1
12,33,45,49,20,35,28,28,0,1,0,1,0,0,1,1
42,17,2,7,36,39,39,50,1,1,1,0,1,1,1,1
40,22,1,34,9,2,29,44,0,1,0,0,0,1,1,1
33,1,49,4,26,49,30,42,1,0,1,0,1,1,1,1
45,11,3,11,1,18,50,11,0,1,1,1,0,1,1,1
38,50,48,19,11,28,38,21,1,1,1,0,1,1,1,1
11,23,7,49,26,17,15,47,1,1,0,1,1,1,0,0
11,38,38,5,9,20,25,26,1,1,1,1,0,0,0,1
13,23,39,4,12,11,40,28,0,1,1,0,0,1,0,1
36,16,4,21,7,34,40,20,1,0,0,1,0,0,0,0
22,47,30,16,24,22,27,49,1,0,1,0,0,1,0,1
25,38,5,38,12,1,28,8,0,1,1,1,0,0,1,1
26,10,44,13,41,15,29,31,1,1,1,0,0,0,1,0
27,26,21,25,50,5,13,1,0,1,1,0,1,1,0,0
38,37,14,5,29,38,29,28,1,1,1,1,1,1,1,1
36,23,9,30,47,20,11,31,1,1,0,1,0,0,1,0
18,10,25,40,2,3,8,21,1,1,0,0,1,1,1,1
33,27,10,28,3,21,46,16,1,0,1,1,1,1,0,0
19,42,42,1,33,47,16,1,0,1,1,0,1,0,0,0
2,43,12,24,22,23,23,5,1,0,0,0,1,1,1,1
19,39,22,11,30,26,22,3,0,1,1,1,1,1,1,1
37,36,27,28,35,16,9,12,1,1,0,1,0,0,0,0
3,24,37,14,18,31,19,9,1,0,1,1,1,0,0,0
24,38,38,30,17,29,33,3,0,1,1,1,1,1,1,1
35,43,47,47,49,23,16,43,0,0,0,0,1,1,0,0
34,28,46,39,3,14,32,21,0,1,0,1,1,1,0,1
6,19,12,7,29,49,37,39,1,0,0,0,1,1,1,1
41,37,14,4,3,37,26,22,0,1,1,0,1,1,1,1
25,26,23,22,23,20,14,41,0,1,1,1,1,0,1,0
10,7,45,39,23,24,40,27,1,0,0,1,1,0,0,0
16,49,32,48,36,49,13,10,0,1,0,1,1,1,0,1
26,36,23,16,12,33,48,42,1,1,1,0,0,1,1,1
49,15,16,33,10,8,9,40,1,0,0,1,1,1,0,0
5,50,49,31,34,31,9,8,1,1,1,0,0,0,0,1
2,5,28,40,21,15,9,24,1,1,1,0,1,0,0,0
13,42,5,18,18,4,4,28,0,1,1,1,1,0,0,1
31,1,33,41,5,42,6,31,0,0,1,0,1,1,1,0
41,32,36,47,44,42,1,9,0,0,1,0,1,1,0,0
18,47,24,36,30,35,50,33,1,0,0,1,1,0,1,1
37,4,30,47,30,29,10,47,1,0,1,0,1,1,1,0
35,15,18,17,39,7,44,18,0,0,1,1,1,0,1,1
40,48,49,5,2,28,35,38,0,1,1,1,1,1,0,1
10,9,24,26,6,20,2,15,1,0,0,1,1,0,1,0
6,20,16,35,20,1,18,49,1,0,0,0,0,0,1,1
2,23,11,23,41,33,36,31,1,1,1,1,0,1,1,0
36,47,23,49,12,40,38,17,1,0,1,1,0,0,1,1
12,8,43,45,46,14,37,45,0,1,0,0,0,1,1,0
2,44,10,12,44,50,41,17,1,1,1,0,1,1,0,1
46,48,9,14,3,8,39,22,0,1,0,1,1,1,1,1
39,7,33,12,47,41,32,27,1,0,1,0,0,0,0,0
13,12,24,9,41,2,24,23,0,0,0,0,0,1,0,1
46,30,31,31,26,48,16,37,0,1,0,0,1,1,0,1
4,18,35,37,3,25,12,23,0,1,0,1,1,0,0,1
44,27,26,49,14,44,43,12,1,0,1,1,1,1,0,0
16,14,26,33,21,3,3,15,0,1,1,1,1,1,1,0
46,43,27,8,29,13,12,14,0,0,0,1,1,0,0,1
8,4,28,20,36,25,19,4,1,0,1,0,1,0,0,0
6,30,4,41,18,34,27,12,1,1,0,0,1,0,0,0
8,37,3,38,44,37,32,5,1,1,1,1,1,1,0,1
35,9,25,34,6,4,44,10,0,0,0,0,1,0,1,1
6,22,2,28,30,20,49,36,1,1,1,1,1,0,1,1
17,12,37,8,38,12,15,38,1,0,1,1,1,0,0,1
9,43,35,5,25,12,28,6,0,0,0,1,0,0,1,1
39,45,47,47,4,31,46,40,1,0,0,0,0,0,0,0
19,23,9,37,50,39,6,22,0,1,0,1,1,1,1,1
13,46,46,35,36,25,29,43,0,0,0,0,1,0,1,0
20,22,27,30,15,11,39,35,0,1,0,1,0,1,1,0
36,39,47,39,46,35,19,49,1,1,0,1,0,0,0,1
7,14,47,19,41,38,6,34,0,1,0,0,0,1,1,0
37,45,33,33,5,48,46,46,1,0,1,1,1,1,0,0
14,22,25,23,43,10,50,7,1,1,0,1,0,1,1,0
13,37,47,13,49,41,10,26,0,1,0,0,1,0,1,1
14,17,17,10,6,13,26,11,1,1,1,1,1,0,1,1
48,24,17,8,7,26,23,35,1,0,1,1,0,1,1,0
15,28,22,15,25,38,34,30,0,1,1,0,0,1,0,1
4,20,12,31,30,38,3,26,0,0,0,0,1,1,1,1
7,35,43,8,48,28,49,47,0,0,0,1,1,1,1,0
43,21,44,48,9,36,16,42,0,1,1,1,0,1,0,1
42,19,45,4,27,5,16,4,1,0,0,0,0,1,0,0
48,42,36,36,23,10,21,7,1,1,1,1,1,1,1,0
42,33,47,19,27,47,29,27,1,1,0,0,0,0,1,0
30,29,4,6,10,14,2,50,1,1,0,1,1,1,1,1
20,23,47,12,50,41,24,6,0,1,0,0,1,0,0,1
27,15,43,33,45,48,3,12,0,0,0,1,0,1,1,0
3,1,15,28,16,23,36,16,1,0,0,1,0,1,1,0
21,21,27,36,9,11,4,12,1,1,0,1,0,1,0,0
26,44,18,12,5,4,31,44,1,1,1,0,1,0,0,1
26,43,30,44,4,27,16,45,1,0,1,1,0,0,0,0
41,24,5,41,27,14,16,18,0,0,1,0,0,1,0,1
24,39,45,3,33,1,6,42,0,1,0,1,1,0,1,1
14,21,21,6,8,15,22,36,1,1,1,1,1,0,1,1
29,30,31,40,3,32,50,31,1,1,0,0,1,0,1,0
35,35,16,18,40,38,9,49,0,0,0,1,0,1,0,1
41,32,35,1,43,42,41,11,0,0,0,0,0,1,0,1
20,6,23,4,43,14,17,20,0,1,1,0,0,1,1,0
17,28,24,41,40,3,4,47,1,1,0,0,0,1,0,0
35,42,48,6,38,46,44,28,0,1,1,1,1,0,1,1
35,43,33,40,9,44,3,42,0,0,1,0,0,1,1,1
45,19,7,28,44,17,50,26,0,0,0,1,1,1,1,1
7,12,26,44,13,49,13,5,0,0,1,1,0,1,0,1
20,38,31,10,46,39,44,1,0,1,0,1,0,1,1,0
10,38,47,16,43,17,2,29,1,1,0,0,0,1,1,1
46,42,13,31,7,40,42,41,0,1,0,0,0,0,1,0
39,33,30,21,31,17,41,9,1,1,1,1,0,1,0,0
6,18,36,32,43,50,26,37,1,1,1,0,0,1,1,1
49,2,22,10,7,7,28,28,1,1,1,1,0,0,1,1
47,6,6,28,7,8,13,3,0,1,1,1,0,1,0,1
44,37,48,28,4,18,8,31,1,1,1,1,0,1,1,0
30,42,14,12,7,49,45,10,1,1,1,0,0,1,0,1
34,34,15,9,41,14,49,33,0,0,0,0,0,1,1,1
8,6,11,9,39,42,13,23,1,1,1,0,1,1,0,1
26,44,10,4,23,37,38,6,1,1,1,0,1,1,1,1
10,37,22,46,1,3,10,37,1,1,1,0,0,1,1,1
44,17,25,34,25,17,14,42,1,1,0,0,0,1,1,1
2,46,3,50,22,50,21,20,1,0,1,1,1,1,1,0
18,7,16,33,17,35,30,26,1,0,0,1,1,0,1,1
32,4,8,2,18,34,30,46,0,0,1,1,1,0,1,0
2,48,16,39,45,19,41,11,1,1,0,1,0,0,0,1
39,40,9,31,18,37,39,32,1,0,0,0,1,1,1,0
9,25,12,18,24,44,46,7,0,0,0,1,0,1,0,0
48,4,8,24,46,47,29,50,1,0,1,0,0,0,1,1
26,12,34,49,44,26,9,36,1,0,0,1,1,1,0,1
41,16,36,15,26,15,39,6,0,0,1,0,1,0,1,1
42,31,47,44,1,24,7,43,1,0,0,1,0,0,0,0
48,30,9,33,28,28,48,41,1,1,0,1,1,1,1,0
3,9,37,34,33,20,46,19,1,0,1,0,1,0,0,0
26,35,14,10,8,41,43,10,1,0,1,1,1,0,0,1
13,18,12,12,36,23,46,28,0,1,0,0,1,1,0,1
25,50,32,10,41,36,6,22,0,1,0,1,0,1,1,1
14,44,26,32,31,22,13,18,1,1,1,0,0,1,0,1
31,38,31,42,14,48,5,29,0,1,0,1,1,1,1,1
45,34,34,30,20,24,30,23,0,0,0,1,0,0,1,1
40,32,10,2,38,31,8,1,0,0,1,1,1,0,1,0
27,30,19,30,27,40,41,21,0,1,0,1,0,0,0,1
35,15,15,39,2,10,9,47,0,0,0,1,1,1,0,0
33,44,1,44,8,7,48,28,1,1,0,1,1,0,1,1
10,29,16,23,11,28,32,23,1,1,0,1,1,1,0,1
31,50,32,12,47,24,36,50,0,1,0,0,0,0,1,1
9,39,24,3,47,36,32,35,0,1,0,1,0,1,0,0
42,29,32,40,21,43,31,43,1,1,0,0,1,0,0,0
14,10,19,1,38,16,33,4,1,1,0,0,1,0,1,0
6,16,49,45,19,15,8,36,1,0,1,0,0,0,1,1
46,30,29,35,2,14,11,49,0,1,1,0,1,1,1,1
43,23,23,4,30,45,22,1,0,1,1,0,1,0,1,0
3,47,41,33,16,24,12,49,1,0,0,1,0,0,0,1
39,3,37,20,41,45,36,15,1,1,1,0,0,0,1,0
24,45,48,25,37,20,29,20,0,0,1,0,1,0,1,0
31,37,9,6,26,32,12,32,0,1,0,1,1,0,0,0
49,25,38,22,16,24,34,27,1,0,1,1,0,0,0,0
48,47,46,20,43,36,3,21,1,0,0,0,0,1,1,1
15,13,33,29,18,30,30,31,0,0,1,1,1,1,1,0
34,23,11,29,3,31,33,24,0,1,1,1,1,0,1,0
24,13,42,33,14,17,32,48,0,0,1,1,1,1,0,1
7,34,45,47,17,19,14,9,0,0,0,0,1,0,1,0
34,43,13,2,8,17,9,12,0,0,0,1,1,1,0,0
31,28,37,34,7,24,14,39,0,1,1,0,0,0,1,1
13,26,24,2,6,40,39,5,0,1,0,1,1,0,1,1
46,13,34,39,30,41,42,17,0,0,0,1,1,0,1,1
28,11,34,20,35,28,29,2,1,1,0,0,0,1,1,1
23,27,28,20,47,30,20,38,1,0,1,0,0,1,0,1
29,45,22,21,48,15,17,50,1,0,1,1,1,0,1,1
40,24,19,36,28,1,36,14,0,0,0,1,1,0,1,1
4,36,49,47,4,41,19,7,0,1,1,0,0,0,0,0
15,30,17,43,48,1,3,44,0,1,1,0,1,0,1,1
33,31,26,9,1,34,28,39,1,0,1,0,0,0,1,1
22,49,43,30,10,7,28,27,1,1,0,1,1,0,1,0
6,50,11,26,34,18,43,23,1,1,1,1,0,1,0,1
37,3,30,22,23,40,19,30,1,1,1,1,1,0,0,1
9,23,32,20,19,49,39,29,0,1,0,0,0,1,1,1
46,31,2,6,37,30,14,13,0,0,1,1,1,1,1,0
37,6,11,45,3,42,45,45,1,1,1,0,1,1,0,0
32,4,23,9,47,16,46,1,0,0,1,0,0,0,0,0
33,29,41,8,49,24,48,24,1,1,0,1,1,0,1,0
38,28,34,22,9,29,20,33,1,1,0,1,0,1,0,1
43,26,25,5,15,21,12,24,0,1,0,1,0,1,0,0
37,48,16,19,33,24,41,17,1,1,0,0,1,0,0,1
32,23,8,39,8,19,5,22,0,1,1,1,1,0,1,1
37,14,34,20,44,40,37,50,1,1,0,0,1,0,1,1
9,40,17,8,19,2,33,50,0,0,1,1,0,1,1,1
18,36,31,36,47,6,23,16,1,1,0,1,0,1,1,0
34,17,13,48,49,14,12,50,0,1,0,1,1,1,0,1
46,3,38,13,16,22,40,25,0,1,1,0,0,1,0,0
16,6,10,27,5,44,23,23,0,1,1,0,1,1,1,1
40,20,28,43,18,33,42,29,0,0,1,0,1,1,1,1
7,33,48,43,5,25,19,43,0,1,1,0,1,0,0,0
14,50,20,30,10,3,39,15,1,1,0,1,1,1,1,0
9,42,20,42,43,7,9,12,0,1,0,1,0,0,0,0
3,46,1,11,26,50,49,9,1,0,0,1,1,1,1,0
17,17,4,46,8,31,26,37,1,1,0,0,1,0,1,1
47,16,14,40,16,32,7,16,0,0,1,0,0,0,0,0
37,1,3,18,21,38,6,4,1,0,1,1,1,1,1,0
48,42,18,29,9,19,33,31,1,1,1,1,0,0,1,0
50,41,34,36,5,3,11,26,1,0,0,1,1,1,1,1
18,24,10,44,40,50,12,43,1,0,1,1,0,1,0,0
21,26,2,39,3,7,45,34,1,1,1,1,1,0,0,0
25,41,20,39,45,46,2,13,0,0,0,1,0,0,1,0
3,45,46,2,12,48,32,5,1,0,0,1,0,1,0,1
36,13,10,3,29,5,34,3,1,0,1,1,1,1,0,1
15,27,49,14,40,11,34,42,0,0,1,1,0,1,0,1
42,1,46,8,17,41,15,18,1,0,0,1,1,0,0,1
25,17,47,15,46,14,27,5,0,1,0,0,0,1,0,1
27,5,4,15,12,31,23,24,0,1,0,0,0,0,1,0
18,11,35,21,15,3,18,14,1,1,0,1,0,1,1,1
44,15,23,5,5,26,18,19,1,0,1,1,1,1,1,0
23,4,42,23,29,11,49,2,1,0,1,1,1,1,1,1
33,40,4,35,40,49,14,10,1,0,0,0,0,1,1,1
1,32,31,41,44,15,36,45,0,0,0,0,1,0,1,0
26,29,38,22,47,36,13,50,1,1,1,1,0,1,0,1
16,36,15,38,32,48,23,46,0,1,0,1,0,1,1,0
39,5,10,34,17,26,1,48,1,1,1,0,1,1,0,1
50,49,25,1,43,48,3,34,1,1,0,0,0,1,1,0
17,35,5,47,12,3,9,2,1,0,1,0,0,1,0,1
25,42,6,25,26,41,1,43,0,1,1,0,1,0,0,0
11,30,30,8,14,27,44,18,1,1,1,1,1,0,1,1
37,10,5,44,4,29,36,27,1,1,1,1,0,1,1,0
17,45,13,45,1,24,48,31,1,0,0,0,0,0,1,0
38,21,49,20,15,1,29,10,1,1,1,0,0,0,1,1
17,34,26,23,42,37,33,1,1,0,1,1,1,1,1,0
29,26,9,43,37,50,41,12,1,1,0,0,1,1,0,0
39,2,41,46,40,9,28,17,1,1,0,0,0,0,1,1
28,2,25,12,10,27,21,22,1,1,0,0,1,0,1,1
39,11,26,12,29,47,5,16,1,1,1,0,1,0,1,0
34,46,44,15,12,26,29,10,0,0,1,0,0,1,1,1
34,10,5,29,30,15,14,13,0,1,1,1,1,0,1,0
17,21,6,25,35,27,31,24,1,1,1,0,0,0,0,0
12,11,6,20,36,3,46,36,0,1,1,0,1,1,0,1
5,21,42,29,20,2,25,28,1,1,1,1,0,1,0,1
8,37,11,18,20,33,42,41,1,1,1,1,0,1,1,0
3,47,11,29,25,16,22,11,1,0,1,1,0,0,1,1
3,16,25,23,43,38,42,41,1,0,0,1,0,1,1,0
19,50,18,17,27,50,33,30,0,1,1,1,0,1,1,1
42,26,33,3,50,7,12,21,1,1,1,1,1,0,0,1
43,30,37,11,2,31,40,20,0,1,1,1,1,0,0,0
16,45,26,35,15,2,13,42,0,0,1,0,0,1,0,1
37,6,29,39,32,28,9,9,1,1,1,1,0,1,0,0
31,44,23,9,11,28,10,16,0,1,1,0,1,1,1,0
4,34,6,26,45,10,32,15,0,0,1,1,0,1,0,0
42,50,13,30,1,26,32,1,1,1,0,1,0,1,0,0
35,3,12,31,15,40,26,18,0,1,0,0,0,0,1,1
49,22,47,42,16,1,10,25,1,1,0,1,0,0,1,0
27,48,3,2,21,38,12,12,0,1,1,1,1,1,0,0
33,19,8,12,31,26,9,47,1,0,1,0,0,1,0,0
11,38,14,18,35,18,26,25,1,1,1,1,0,1,1,0
15,50,18,18,8,22,25,49,0,1,1,1,1,1,0,1
19,36,23,40,50,7,27,22,0,1,1,0,1,0,0,1
18,24,50,5,37,28,24,4,1,0,1,1,1,1,0,0
45,2,20,38,8,39,35,30,0,1,0,1,1,1,0,1
45,21,4,34,1,6,41,20,0,1,0,0,0,1,0,0
25,28,4,6,35,45,20,45,0,1,0,1,0,0,0,0
27,22,24,49,40,46,35,25,0,1,0,1,0,0,0,0
48,8,42,13,46,9,32,5,1,1,1,0,0,0,0,1
9,49,42,48,5,4,41,33,0,1,1,1,1,0,0,1
21,10,16,32,30,35,9,32,1,1,0,0,1,0,0,0
1,6,31,9,27,5,49,39,0,1,0,0,0,1,1,1
24,45,8,25,45,9,24,49,0,0,1,0,0,0,0,1
19,16,19,37,46,39,46,26,0,0,0,1,0,1,0,1
22,24,28,6,7,31,6,10,1,0,1,1,0,0,1,1
47,12,34,24,31,34,29,43,0,0,0,0,0,0,1,0
12,33,37,11,1,29,21,20,0,1,1,1,0,1,1,0
41,39,8,22,22,7,17,49,0,1,1,1,1,0,1,1
30,42,4,6,36,40,47,21,1,1,0,1,1,0,0,1
3,40,38,43,30,7,44,37,1,0,1,0,1,0,1,1
15,37,27,2,18,36,44,10,0,1,0,1,1,1,1,1
39,34,9,43,49,48,19,4,1,0,0,0,1,1,0,0
50,25,5,37,17,8,5,8,1,0,1,1,1,1,1,1
2,6,47,16,17,2,47,36,1,1,0,0,1,1,0,1
39,46,17,43,27,31,49,29,1,0,1,0,0,0,1,1
17,4,41,24,21,28,24,2,1,0,0,0,1,1,0,1
19,36,47,50,10,35,30,39,0,1,0,1,1,0,1,1
28,35,1,39,32,15,14,16,1,0,0,1,0,0,1,0
22,14,18,2,14,5,15,44,1,1,1,1,1,1,0,1
50,12,50,35,4,9,23,8,1,0,1,0,0,0,1,1
21,41,26,38,2,18,6,14,1,0,1,1,1,1,1,1
14,38,38,17,36,27,4,12,1,1,1,1,1,0,0,0
25,49,37,47,1,12,43,42,0,1,1,0,0,0,0,1
31,10,30,50,28,42,25,26,0,1,1,1,1,1,0,1
28,28,24,8,16,3,11,5,1,1,0,1,0,1,1,1
50,25,36,48,32,39,41,30,1,0,1,1,0,1,0,1
43,5,19,7,21,17,43,44,0,1,0,0,1,1,0,1
19,45,23,35,10,27,46,15,0,0,1,0,1,0,0,0
7,34,22,5,10,7,13,34,0,0,1,1,1,0,0,0
32,28,9,33,30,13,10,13,0,1,0,1,1,0,1,0
1,31,7,19,7,38,37,40,0,0,0,0,0,1,1,0
23,32,40,22,3,47,46,49,1,0,0,1,1,0,0,1
46,5,12,42,9,33,4,10,0,1,0,1,0,1,0,1
37,35,12,24,34,16,36,33,1,0,0,0,0,0,1,1
4,17,20,18,6,48,25,34,0,1,0,1,1,1,0,0
45,9,25,49,7,21,34,29,0,0,0,1,0,1,0,1
49,5,10,40,3,42,44,43,1,1,1,0,1,1,1,0
33,24,22,31,1,2,11,32,1,0,1,0,0,1,1,0
28,32,23,10,12,27,37,22,1,0,1,1,0,0,1,1
35,48,36,50,26,38,38,30,0,1,1,1,1,1,1,1
22,18,31,6,45,23,8,50,1,1,0,1,0,1,1,1
7,25,34,3,38,20,46,37,0,0,0,1,1,0,0,1
15,28,35,7,41,35,41,48,0,1,0,0,0,0,0,1
27,10,22,7,39,23,46,50,0,1,1,0,1,1,0,1
42,24,46,28,9,13,20,38,1,0,0,1,0,0,0,1
35,46,32,32,21,12,20,44,0,0,0,0,1,0,0,1
44,40,38,35,49,40,37,18,1,0,1,0,1,0,1,1
46,30,41,6,10,28,11,50,0,1,0,1,1,1,1,1
32,49,49,6,36,20,48,36,0,1,1,1,1,0,1,1
31,20,41,11,50,43,25,26,0,0,0,1,1,0,0,1
49,33,39,5,44,30,49,37,1,1,1,1,1,1,1,1
12,11,7,28,7,27,38,50,0,1,0,1,0,0,1,1
10,3,22,21,26,24,50,17,1,1,1,1,1,0,1,1
24,24,6,37,37,39,13,2,0,0,1,1,1,1,0,1
36,29,14,43,33,35,22,29,1,1,1,0,1,0,1,1
1,43,16,40,47,44,27,14,0,0,0,0,0,1,0,1
33,20,4,22,17,23,34,43,1,0,0,1,1,1,0,0
28,41,37,38,3,42,23,26,1,0,1,1,1,1,1,1
22,7,34,12,12,12,47,45,1,0,0,0,0,0,0,0
39,40,50,44,15,33,24,15,1,0,1,1,0,1,0,0
19,33,15,1,27,43,14,10,0,1,0,0,0,0,1,1
23,20,41,14,21,26,35,22,1,0,0,1,1,1,0,1
42,39,1,20,34,34,44,2,1,1,0,0,0,0,1,1
32,43,49,28,47,44,33,45,0,0,1,1,0,1,1,0
11,4,22,12,22,32,46,10,1,0,1,0,1,0,0,1
31,22,49,39,17,18,5,35,0,1,1,1,1,1,1,0
30,26,47,20,10,47,23,23,1,1,0,0,1,0,1,1
17,7,43,4,46,1,29,44,1,0,0,0,0,0,1,1
29,35,19,15,9,27,24,17,1,0,0,0,0,0,0,1
25,37,7,8,10,46,16,24,0,1,0,1,1,0,0,0
29,20,50,28,29,47,9,3,1,0,1,1,1,0,0,1
20,11,26,37,27,37,48,46,0,1,1,1,0,1,1,0
28,40,21,15,4,24,29,12,1,0,1,0,0,0,1,0
42,43,48,31,33,19,21,39,1,0,1,0,1,0,1,1
42,6,34,41,42,10,2,12,1,1,0,0,1,1,1,0
46,6,3,40,42,45,7,21,0,1,1,0,1,0,0,1
12,25,3,20,34,7,10,16,0,0,1,0,0,0,1,0
7,1,3,18,32,30,42,21,0,0,1,1,0,1,1,1
43,49,18,11,49,21,23,47,0,1,1,1,1,1,1,0
30,11,14,49,11,31,4,6,1,1,1,1,1,0,0,1
5,19,1,9,38,44,38,36,1,0,0,0,1,1,1,1
11,47,34,12,23,16,35,27,1,0,0,0,1,0,0,0
20,6,8,15,31,16,2,28,0,1,1,0,0,0,1,1
35,40,38,31,23,12,2,14,0,0,1,0,1,0,1,1
34,14,25,28,29,49,40,38,0,1,0,1,1,1,0,1
